object-id,district,timeperiod,risk-score,topsis-score,flood-hazard,exposure,vulnerability,government-response,max-temp,mean-rain,mean-ndvi,sum-population,total-hhd,forest-cover-pct,mean-sex-ratio,sum-aged-population,poverty-rate,fire-stations-count,emergency-budget,response-personnel
12-13,TACUARAS,2025_10,5,0.6474,3,5,2,3,39.4,3.79,0.279,233883,9658,73.5,1012.4,19831,42.6,1,2260.6,30
12-13,TACUARAS,2025_11,5,0.1932,4,3,5,2,35.9,6.3,0.339,177101,11973,83.6,1036.2,2811,39.6,0,2118.7,174
12-13,TACUARAS,2025_12,2,0.9356,1,4,3,5,29.2,0.03,0.316,67910,25349,35.9,1045.2,12904,18.7,2,1067.1,43
12-13,TACUARAS,2026_01,5,0.7871,4,5,1,3,30.1,5.52,0.738,187478,1477,56.3,995.6,4973,14.6,3,2001.9,130
12-13,TACUARAS,2026_02,2,0.3713,4,5,1,5,40.6,7.36,0.703,85783,63729,11.2,1012.2,7203,15.5,6,1873.2,12
12-13,TACUARAS,2026_03,1,0.1371,1,1,4,2,36.9,1.12,0.459,227566,56091,57.5,997.1,14662,43.4,2,2024.4,143
12-14,VILLA FRANCA,2025_04,4,0.2025,2,5,3,4,37.2,1.93,0.315,112403,28889,20.9,1025.4,12454,22.1,6,4861.2,173
12-14,VILLA FRANCA,2025_05,4,0.8273,5,3,1,3,32.2,3.29,0.27,33742,61519,28.9,964.5,24832,10.7,4,1844.9,203
12-14,VILLA FRANCA,2025_06,4,0.4365,4,3,5,3,40.8,3.27,0.623,5304,5975,69.6,1016.9,7542,36.2,3,3724.9,41
12-14,VILLA FRANCA,2025_07,2,0.584,4,3,5,3,36.9,0.71,0.488,50237,17261,30.0,1027.9,11142,22.1,4,3176.8,216
12-14,VILLA FRANCA,2025_08,2,0.4852,2,2,4,4,33.8,2.18,0.321,247291,56814,28.4,946.9,20327,41.9,0,2734.7,58
12-14,VILLA FRANCA,2025_09,4,0.232,5,5,2,1,28.2,6.23,0.367,200497,19977,28.8,1057.5,6282,32.2,1,3044.6,96
12-14,VILLA FRANCA,2025_10,1,0.1739,3,5,4,2,35.8,0.2,0.633,179437,43546,19.0,946.5,17933,26.7,1,3303.0,170
12-14,VILLA FRANCA,2025_11,3,0.7388,4,4,5,1,28.7,7.82,0.453,83449,40273,36.3,1057.7,12412,32.3,5,2818.8,112
12-14,VILLA FRANCA,2025_12,1,0.678,5,3,2,5,33.7,1.27,0.559,95318,2649,47.5,980.2,5973,21.4,5,2147.3,148
12-14,VILLA FRANCA,2026_01,4,0.7738,4,4,5,2,31.0,7.3,0.236,119421,21319,44.0,1015.8,10017,36.7,3,4610.6,211
12-14,VILLA FRANCA,2026_02,5,0.7049,4,1,3,4,30.5,6.25,0.558,68405,33452,77.3,1057.4,13687,23.9,0,1780.1,78
12-14,VILLA FRANCA,2026_03,5,0.7195,4,1,5,1,41.7,6.96,0.388,133636,51108,67.2,1029.5,22836,28.9,3,4714.4,159
12-15,VILLA OLIVA,2025_04,2,0.3311,3,5,3,1,38.6,5.44,0.628,172396,47715,9.2,1054.8,20418,36.3,3,4004.0,60
12-15,VILLA OLIVA,2025_05,3,0.3321,5,5,2,2,40.2,4.36,0.477,33799,52278,51.8,962.9,15415,24.8,0,4026.4,167
12-15,VILLA OLIVA,2025_06,2,0.5199,4,5,2,5,35.7,0.02,0.616,231810,21176,15.8,1036.0,2565,23.4,0,2515.8,95
12-15,VILLA OLIVA,2025_07,2,0.1264,2,2,5,1,33.1,1.73,0.707,65534,52270,56.8,1022.3,22295,10.7,6,44.3,143
12-15,VILLA OLIVA,2025_08,2,0.1676,4,1,2,2,29.7,4.76,0.406,51098,5082,73.7,962.0,11442,32.2,6,4743.9,27
12-15,VILLA OLIVA,2025_09,4,0.5131,3,4,5,1,28.1,0.05,0.213,154524,10878,83.8,985.1,11281,41.7,1,4107.7,46
12-15,VILLA OLIVA,2025_10,3,0.8224,5,2,3,2,39.0,4.08,0.617,31814,49352,80.5,977.5,23603,27.7,3,3101.7,31
12-15,VILLA OLIVA,2025_11,4,0.9299,1,5,4,1,29.9,1.13,0.73,239532,4848,74.6,946.4,20472,17.5,5,3600.6,4
12-15,VILLA OLIVA,2025_12,5,0.8931,2,3,5,1,30.5,1.64,0.218,176605,2153,4.2,1043.3,23321,16.6,2,3495.5,141
12-15,VILLA OLIVA,2026_01,2,0.218,3,2,4,4,30.2,1.18,0.671,233749,21999,9.6,953.4,14358,26.7,2,3633.2,44
12-15,VILLA OLIVA,2026_02,5,0.9114,2,2,4,4,37.5,0.81,0.604,107091,58949,45.5,953.6,14238,47.5,3,3977.4,191
12-15,VILLA OLIVA,2026_03,5,0.4497,2,5,1,2,32.5,2.66,0.454,231290,34131,66.8,991.9,7713,39.2,1,872.2,159
12-16,VILLALBÍN,2025_04,5,0.354,4,3,2,1,32.0,5.39,0.367,53743,10671,54.3,973.7,2483,10.4,2,156.8,84
12-16,VILLALBÍN,2025_05,3,0.1022,3,5,3,2,35.7,3.3,0.444,18327,30998,69.2,1000.5,14342,26.1,3,266.6,3
12-16,VILLALBÍN,2025_06,5,0.6568,2,1,4,4,31.8,2.35,0.174,246780,67338,22.0,979.3,304,11.4,1,2220.5,118
12-16,VILLALBÍN,2025_07,5,0.9346,2,2,5,2,35.9,0.94,0.564,239967,31466,13.2,983.3,2998,38.1,0,4135.6,67
12-16,VILLALBÍN,2025_08,1,0.4631,2,4,5,1,29.0,4.94,0.174,9725,23931,28.0,988.1,2154,10.6,3,3197.4,214
12-16,VILLALBÍN,2025_09,3,0.8275,4,1,1,4,28.7,3.14,0.474,248195,58162,50.7,1049.5,18273,24.2,1,3161.2,24
12-16,VILLALBÍN,2025_10,2,0.8601,3,1,4,5,28.4,5.08,0.476,23037,32803,48.6,1018.9,3997,31.1,0,517.0,194
12-16,VILLALBÍN,2025_11,3,0.7978,3,4,4,4,34.5,3.33,0.193,227577,44845,13.1,1007.7,24226,9.2,3,214.3,41
12-16,VILLALBÍN,2025_12,1,0.4824,3,3,1,4,40.2,3.73,0.629,35799,20497,59.2,1006.6,8293,36.2,2,4787.1,80
12-16,VILLALBÍN,2026_01,4,0.5291,2,4,4,2,32.5,1.52,0.239,163813,46809,56.7,1017.3,6032,29.3,4,2828.9,123
12-16,VILLALBÍN,2026_02,2,0.4066,5,4,2,4,41.4,4.96,0.676,51853,28675,56.1,980.7,15536,43.7,5,99.2,181
12-16,VILLALBÍN,2026_03,3,0.1255,5,2,5,5,33.6,3.39,0.578,211691,69772,28.5,986.1,17538,19.4,1,3393.1,65
13,AMAMBAY,2025_04,3,0.4001,3,3,2,3,39.8,4.08,0.432,739218,215762,49.7,1025.4,82287,20.9,21,14569.9,653
13,AMAMBAY,2025_05,3,0.6847,1,3,4,2,40.3,4.4,0.379,711314,220513,35.2,993.6,63166,21.7,19,22130.9,837
13,AMAMBAY,2025_06,3,0.3554,4,2,3,3,39.8,4.3,0.379,738774,207366,35.8,993.2,86957,24.3,21,14432.4,672
13,AMAMBAY,2025_07,3,0.4604,3,3,3,3,41.2,3.54,0.406,923729,181146,57.5,996.6,86273,27.5,18,11824.9,864
13,AMAMBAY,2025_08,3,0.3766,5,3,4,3,40.5,5.14,0.482,585868,240921,41.0,970.0,50236,25.4,12,15651.5,642
13,AMAMBAY,2025_09,3,0.4192,3,3,3,4,40.3,4.58,0.47,490912,214703,46.6,1014.4,66341,36.6,21,11862.4,347
13,AMAMBAY,2025_10,3,0.6265,3,3,3,2,37.5,5.0,0.54,879530,225192,47.3,995.2,101133,36.1,21,14309.0,720
13,AMAMBAY,2025_11,3,0.4915,3,3,3,3,38.0,3.16,0.494,754365,269043,46.3,1014.4,63167,24.3,16,19660.1,755
13,AMAMBAY,2025_12,2,0.5336,3,3,2,2,40.9,3.65,0.318,916835,221471,30.6,991.9,66699,31.6,14,16825.8,707
13,AMAMBAY,2026_01,4,0.444,3,3,4,3,39.4,4.01,0.408,772258,197737,41.2,1032.0,107890,23.9,19,9940.6,530
13,AMAMBAY,2026_02,3,0.5807,2,2,3,2,41.2,2.32,0.478,945092,186100,41.0,997.3,100242,26.1,24,13397.1,832
13,AMAMBAY,2026_03,4,0.4862,3,2,4,3,37.9,3.05,0.38,924022,287320,43.5,976.9,76706,31.6,13,12041.2,752
13-01,PEDRO JUAN CABALLERO,2025_04,5,0.5737,3,4,3,2,37.9,4.82,0.482,146928,55066,58.9,988.6,5146,26.9,2,4867.1,59
13-01,PEDRO JUAN CABALLERO,2025_05,2,0.8284,1,4,2,1,39.9,3.29,0.267,72823,8246,12.0,1022.9,4414,11.7,3,3454.8,67
13-01,PEDRO JUAN CABALLERO,2025_06,3,0.2505,4,2,4,2,39.2,4.23,0.402,234493,28962,18.8,995.1,9333,19.0,2,1828.1,185
13-01,PEDRO JUAN CABALLERO,2025_07,1,0.7292,3,2,3,3,41.1,0.67,0.213,91006,35252,78.5,971.8,18650,21.3,5,1458.3,197
13-01,PEDRO JUAN CABALLERO,2025_08,1,0.637,5,3,2,3,33.3,4.05,0.69,21554,21657,55.7,954.8,13415,18.9,3,3215.6,46
13-01,PEDRO JUAN CABALLERO,2025_09,3,0.6615,3,2,5,5,40.3,7.93,0.254,117586,27277,29.8,1018.2,20424,32.7,3,1885.8,167
13-01,PEDRO JUAN CABALLERO,2025_10,5,0.7902,3,2,1,1,34.5,6.48,0.307,249429,10368,70.5,966.4,9158,27.2,4,903.6,177
13-01,PEDRO JUAN CABALLERO,2025_11,2,0.1414,4,5,2,3,32.5,1.57,0.196,191849,66451,9.9,970.1,9875,44.2,1,3719.1,138
13-01,PEDRO JUAN CABALLERO,2025_12,4,0.8988,3,2,1,1,40.9,5.06,0.158,112288,51520,11.8,943.2,19544,33.1,1,3754.8,81
13-01,PEDRO JUAN CABALLERO,2026_01,5,0.1871,2,1,5,4,36.4,5.6,0.172,90648,1673,38.5,1041.9,8774,25.5,2,2914.9,28
13-01,PEDRO JUAN CABALLERO,2026_02,1,0.8653,3,1,2,2,29.1,0.35,0.696,201633,7407,18.1,1057.9,5458,30.3,6,3112.5,108
13-01,PEDRO JUAN CABALLERO,2026_03,5,0.9176,2,1,2,1,35.8,7.11,0.309,186029,39213,14.1,944.4,15191,32.7,6,1916.0,156
13-02,BELLA VISTA,2025_04,4,0.5295,3,2,1,1,37.1,2.29,0.317,72696,18380,24.1,941.7,15637,16.9,3,864.5,182
13-02,BELLA VISTA,2025_05,5,0.8798,1,3,5,3,30.4,5.64,0.656,195951,36316,41.3,978.8,15468,35.9,1,4479.0,127
13-02,BELLA VISTA,2025_06,5,0.5283,5,2,1,3,32.4,3.82,0.432,217166,27890,35.5,992.1,15419,20.5,5,516.5,96
13-02,BELLA VISTA,2025_07,5,0.2857,3,5,1,3,28.1,2.25,0.658,151369,7797,85.9,980.9,14259,37.7,6,684.2,93
13-02,BELLA VISTA,2025_08,5,0.6378,5,4,4,1,40.0,3.35,0.364,179343,61842,80.0,987.1,15980,21.1,0,3990.0,24
13-02,BELLA VISTA,2025_09,1,0.1753,3,2,4,2,37.3,3.04,0.653,76897,14103,47.3,1045.2,4331,42.2,2,2920.5,17
13-02,BELLA VISTA,2025_10,5,0.3967,5,2,3,4,33.2,2.69,0.631,170010,32504,42.5,994.4,23967,45.8,2,209.6,116
13-02,BELLA VISTA,2025_11,4,0.883,3,3,4,2,34.8,6.88,0.486,198472,46718,64.6,1030.0,10871,11.0,1,4717.0,211
13-02,BELLA VISTA,2025_12,5,0.805,4,4,5,1,29.2,3.93,0.345,46537,21182,75.3,1010.7,20842,44.3,4,1383.3,177
13-02,BELLA VISTA,2026_01,4,0.3786,2,2,5,4,34.9,5.43,0.501,247254,7412,14.2,1038.4,21833,28.7,2,209.5,2
13-02,BELLA VISTA,2026_02,1,0.5762,1,3,5,1,41.2,2.26,0.399,195933,42427,42.4,978.4,22814,29.7,0,3541.7,53
13-02,BELLA VISTA,2026_03,5,0.8401,4,2,3,2,36.6,3.34,0.337,191534,57435,66.3,942.6,2001,28.4,1,131.7,204
13-03,CAPITÁN BADO,2025_04,2,0.2738,4,1,1,5,36.4,4.2,0.263,39728,68825,17.4,985.9,11496,47.9,6,959.2,57
13-03,CAPITÁN BADO,2025_05,5,0.1349,1,5,1,4,29.2,7.07,0.381,66280,27020,86.7,1028.6,22246,17.3,4,4079.7,76
13-03,CAPITÁN BADO,2025_06,3,0.1738,3,2,4,4,28.8,1.45,0.16,160568,26611,9.5,996.5,18181,29.6,5,808.6,19
13-03,CAPITÁN BADO,2025_07,1,0.5933,4,4,4,4,41.2,6.26,0.423,225690,55030,31.4,1054.5,12419,20.4,2,1508.0,160
13-03,CAPITÁN BADO,2025_08,1,0.2768,5,1,5,3,39.3,5.57,0.271,204248,15054,11.3,946.1,12561,33.0,4,1589.4,54
13-03,CAPITÁN BADO,2025_09,2,0.7992,5,5,2,2,37.7,1.51,0.718,23560,27471,33.4,1029.4,2338,20.5,5,2609.7,88
13-03,CAPITÁN BADO,2025_10,1,0.4948,2,4,3,1,34.1,6.4,0.404,103058,58173,26.2,952.7,20767,48.0,5,4128.0,80
13-03,CAPITÁN BADO,2025_11,5,0.5059,2,1,4,3,35.9,1.96,0.743,175251,18300,41.0,1045.5,19019,26.1,0,887.8,74
13-03,CAPITÁN BADO,2025_12,1,0.4713,3,4,2,3,30.3,0.27,0.287,211087,47846,45.6,964.7,15191,38.7,1,1883.7,48
13-03,CAPITÁN BADO,2026_01,5,0.3248,5,5,1,5,37.4,6.62,0.504,80684,47454,83.8,986.1,23814,21.4,4,354.8,182
13-03,CAPITÁN BADO,2026_02,5,0.3349,4,3,3,4,31.5,2.57,0.293,155138,1273,4.6,948.7,12187,14.8,6,797.9,220
13-03,CAPITÁN BADO,2026_03,5,0.4193,5,3,3,3,34.9,0.07,0.191,156120,62094,67.5,1011.9,11409,38.6,0,4468.6,79
13-04,ZANJA PYTÃ,2025_04,4,0.4837,1,5,2,4,34.9,6.07,0.722,238898,6327,65.9,1048.9,22911,9.1,6,3462.1,172
13-04,ZANJA PYTÃ,2025_05,1,0.4922,1,4,2,3,37.8,3.39,0.554,29746,54712,10.4,1019.6,462,37.9,4,3098.1,207
13-04,ZANJA PYTÃ,2025_06,1,0.4275,3,3,4,3,39.8,3.9,0.323,48971,66407,63.2,1020.0,6643,42.8,6,2816.5,104
13-04,ZANJA PYTÃ,2025_07,4,0.6842,5,3,1,3,37.5,3.38,0.681,138595,67096,8.0,983.0,15388,12.4,2,1836.7,108
13-04,ZANJA PYTÃ,2025_08,4,0.1688,4,4,5,5,40.5,7.84,0.489,112251,31824,35.4,988.9,513,21.7,2,1581.6,180
13-04,ZANJA PYTÃ,2025_09,4,0.1991,1,2,2,5,32.7,7.87,0.262,70366,49186,82.1,1001.3,12278,23.8,3,355.5,34
13-04,ZANJA PYTÃ,2025_10,1,0.9065,4,5,4,3,35.8,6.08,0.676,153973,64212,49.6,1003.1,18762,38.1,4,3144.8,106
13-04,ZANJA PYTÃ,2025_11,2,0.1725,4,2,1,3,30.3,5.02,0.306,55704,51445,51.1,1039.7,6053,15.2,2,4072.2,189
13-04,ZANJA PYTÃ,2025_12,1,0.4587,2,2,1,1,29.9,2.25,0.502,190347,1808,11.5,986.9,3586,38.1,0,2861.9,130
13-04,ZANJA PYTÃ,2026_01,4,0.3072,1,5,3,3,31.2,3.11,0.402,41296,23277,18.6,989.6,11463,24.7,1,3213.0,92
13-04,ZANJA PYTÃ,2026_02,4,0.4866,4,5,3,2,38.7,4.17,0.63,2489,39555,77.7,1040.6,23313,9.4,6,3727.6,122
13-04,ZANJA PYTÃ,2026_03,2,0.1157,2,3,5,2,37.9,2.44,0.567,101860,27634,66.3,979.0,22447,37.0,6,1720.9,107
13-05,KARAPAÍ,2025_04,1,0.1985,5,2,1,2,39.7,4.32,0.562,114529,43690,45.5,1058.2,4596,34.5,4,1687.5,168
13-05,KARAPAÍ,2025_05,1,0.7036,1,2,5,1,34.5,6.36,0.168,248220,27906,56.8,990.9,12935,17.1,5,3605.8,159
13-05,KARAPAÍ,2025_06,3,0.5081,5,1,2,2,33.8,6.79,0.499,75369,44577,2.9,964.1,22459,27.7,0,3591.3,172
13-05,KARAPAÍ,2025_07,5,0.3364,1,2,4,3,31.1,5.06,0.269,196580,14610,58.8,958.6,8272,37.6,1,4230.2,116
13-05,KARAPAÍ,2025_08,3,0.4524,1,5,3,1,39.4,6.63,0.589,16290,48885,36.6,994.6,2068,26.2,0,646.5,199
13-05,KARAPAÍ,2025_09,4,0.3803,3,5,3,5,36.5,4.0,0.246,191589,66734,22.5,1000.3,5595,44.4,5,387.7,32
13-05,KARAPAÍ,2025_10,3,0.599,4,4,4,3,36.0,1.97,0.586,109009,46643,39.9,1040.7,4561,28.3,1,4794.9,182
13-05,KARAPAÍ,2025_11,4,0.1922,5,3,3,5,37.3,0.19,0.664,36351,40466,50.3,971.6,9765,15.6,6,3728.5,67
13-05,KARAPAÍ,2025_12,3,0.4893,4,4,1,2,40.9,4.29,0.412,165927,45056,3.4,1028.4,1162,36.3,4,4257.1,180
13-05,KARAPAÍ,2026_01,3,0.6052,4,4,5,2,30.0,1.67,0.568,196313,48288,84.5,1030.8,24842,15.5,6,96.0,31
13-05,KARAPAÍ,2026_02,5,0.7632,1,2,4,1,33.8,0.85,0.615,177991,30612,37.2,1024.7,16195,29.4,3,696.3,173
13-05,KARAPAÍ,2026_03,2,0.1247,2,2,5,5,29.4,0.53,0.157,241326,56457,36.1,997.2,7253,25.7,0,1012.7,115
13-06,CERRO CORÁ,2025_04,1,0.1885,2,2,1,2,39.8,2.79,0.248,126439,23474,86.4,1054.8,22501,17.9,0,2729.5,15
13-06,CERRO CORÁ,2025_05,3,0.5704,1,5,5,4,40.3,0.63,0.25,98294,66313,3.8,976.5,7641,10.4,2,3413.5,201
13-06,CERRO CORÁ,2025_06,4,0.8842,2,1,1,2,34.2,5.62,0.46,2207,12919,85.0,1042.1,14922,48.0,3,4871.4,96
13-06,CERRO CORÁ,2025_07,2,0.1725,2,4,4,2,39.6,3.61,0.194,120489,1361,82.5,1004.1,17285,33.8,2,2107.5,190
13-06,CERRO CORÁ,2025_08,3,0.1857,4,2,3,5,39.8,3.42,0.492,52182,61659,27.1,962.3,5699,20.7,3,4628.4,139
13-06,CERRO CORÁ,2025_09,5,0.8094,4,4,2,5,33.2,3.1,0.69,10914,29932,64.4,1056.9,21375,18.0,3,3703.2,9
13-06,CERRO CORÁ,2025_10,1,0.3253,1,5,3,1,37.5,6.37,0.636,94051,13292,55.4,1053.5,23918,34.7,5,1128.1,59
13-06,CERRO CORÁ,2025_11,1,0.6529,4,4,2,3,38.0,3.35,0.571,96738,45663,61.1,1015.5,7584,17.2,6,2535.5,76
13-06,CERRO CORÁ,2025_12,1,0.4345,5,1,4,2,35.7,6.11,0.202,190649,54059,36.2,1019.4,6374,9.1,4,2685.0,91
13-06,CERRO CORÁ,2026_01,1,0.6431,2,3,2,3,39.4,1.64,0.3,116063,69633,7.3,1059.5,17164,28.0,4,3152.4,195
13-06,CERRO CORÁ,2026_02,2,0.3417,2,3,3,1,37.9,3.71,0.237,211908,64826,66.1,969.0,20275,24.3,3,1521.1,156
13-06,CERRO CORÁ,2026_03,2,0.2191,5,2,3,5,34.8,4.83,0.72,47153,44487,11.0,1020.6,18405,36.4,0,2791.3,91
14,CANINDEYÚ,2025_04,4,0.5327,2,3,3,2,40.2,4.48,0.429,2445040,663515,38.8,999.6,243710,29.9,32,45051.4,1901
14,CANINDEYÚ,2025_05,3,0.4894,3,3,3,4,41.2,4.41,0.441,2325383,448354,41.3,999.1,171258,25.8,49,40971.7,2048
14,CANINDEYÚ,2025_06,3,0.4403,4,3,3,3,40.1,3.42,0.489,2309205,723449,49.6,997.5,187911,24.9,41,40004.9,1701
14,CANINDEYÚ,2025_07,3,0.4461,4,4,4,3,41.8,3.73,0.433,2344523,444035,49.4,998.8,185170,27.2,42,39573.3,1312
14,CANINDEYÚ,2025_08,2,0.4727,3,3,3,2,40.8,5.24,0.458,1611894,505797,56.1,1008.6,242809,22.0,46,43012.7,2013
14,CANINDEYÚ,2025_09,3,0.5513,3,4,4,4,41.8,4.22,0.434,1882764,578895,43.0,1001.7,164968,29.2,45,31067.5,2069
14,CANINDEYÚ,2025_10,3,0.429,3,3,3,3,40.6,4.28,0.464,1874045,467071,36.6,1014.4,210134,30.8,65,44221.7,1387
14,CANINDEYÚ,2025_11,3,0.6173,3,3,3,3,41.2,3.88,0.428,2407464,533970,48.3,1013.2,231571,27.6,49,35125.6,1959
14,CANINDEYÚ,2025_12,3,0.5077,4,3,3,3,41.6,3.61,0.558,1795463,563137,47.7,994.9,173976,29.9,40,38512.3,1393
14,CANINDEYÚ,2026_01,3,0.5214,3,4,4,3,41.3,4.56,0.426,1967772,516293,43.0,990.3,183021,31.7,49,39774.6,1908
14,CANINDEYÚ,2026_02,3,0.4635,3,3,3,3,41.1,4.6,0.433,2415537,646038,42.2,995.2,193994,30.0,48,46762.0,1938
14,CANINDEYÚ,2026_03,3,0.4739,3,3,2,2,41.0,4.03,0.393,1751022,653990,38.3,988.1,256936,23.3,41,38229.9,1808
14-01,SALTO DEL GUAIRÁ,2025_04,2,0.351,3,5,2,4,33.1,3.86,0.426,28382,829,31.9,1019.1,10731,27.6,2,4198.2,218
14-01,SALTO DEL GUAIRÁ,2025_05,2,0.6006,4,4,1,3,31.6,6.55,0.271,65960,10447,35.8,1027.1,234,31.6,5,4972.9,71
14-01,SALTO DEL GUAIRÁ,2025_06,4,0.8601,5,4,2,1,38.6,4.14,0.452,141932,16820,7.0,959.3,7008,47.2,1,4838.7,207
14-01,SALTO DEL GUAIRÁ,2025_07,2,0.4591,4,2,3,3,41.8,6.22,0.687,181941,4781,50.5,1001.9,10072,8.6,0,3902.3,100
14-01,SALTO DEL GUAIRÁ,2025_08,1,0.8072,5,4,1,1,28.4,7.33,0.553,235038,5077,40.8,1002.3,10543,18.3,3,4590.0,183
14-01,SALTO DEL GUAIRÁ,2025_09,2,0.6362,4,3,2,4,38.5,1.86,0.494,10502,36714,11.0,952.9,17454,20.7,4,1902.3,19
14-01,SALTO DEL GUAIRÁ,2025_10,5,0.2862,1,2,1,3,32.1,7.46,0.475,68353,23456,32.8,948.1,2887,46.7,4,3288.0,52
14-01,SALTO DEL GUAIRÁ,2025_11,3,0.611,1,5,3,2,37.3,2.26,0.645,84185,59283,55.4,1028.6,19370,9.5,5,1156.8,199
14-01,SALTO DEL GUAIRÁ,2025_12,2,0.3099,5,4,4,4,33.4,3.44,0.746,103513,22168,74.4,1002.8,10541,43.9,6,373.7,53
14-01,SALTO DEL GUAIRÁ,2026_01,3,0.1142,2,5,5,4,35.7,4.27,0.322,177406,25983,3.8,952.0,6490,24.3,1,3459.1,147
14-01,SALTO DEL GUAIRÁ,2026_02,2,0.6386,4,1,2,4,38.5,1.94,0.25,3157,62355,12.5,1052.0,18375,11.2,2,603.8,59
14-01,SALTO DEL GUAIRÁ,2026_03,1,0.166,4,5,4,1,32.8,6.63,0.394,120572,65156,8.1,956.4,23129,39.3,6,3331.2,143
14-02,CORPUS CHRISTI,2025_04,5,0.2146,1,2,1,2,35.4,7.86,0.416,212718,57890,25.2,982.9,20505,38.1,1,1206.4,216
14-02,CORPUS CHRISTI,2025_05,1,0.2778,1,4,4,4,35.4,0.89,0.673,46498,35402,67.3,996.7,5783,23.1,2,3758.2,121
14-02,CORPUS CHRISTI,2025_06,1,0.2609,4,3,5,4,34.7,2.07,0.368,184028,41024,29.2,994.3,5872,22.2,5,1516.2,208
14-02,CORPUS CHRISTI,2025_07,3,0.6762,5,5,2,3,30.0,3.35,0.656,160215,6861,62.8,1038.0,12020,45.9,6,4628.9,211
14-02,CORPUS CHRISTI,2025_08,1,0.3675,4,4,2,2,35.6,2.75,0.342,114151,38097,65.3,999.3,1264,34.0,0,3311.9,194
14-02,CORPUS CHRISTI,2025_09,5,0.1079,5,5,2,5,38.3,7.94,0.666,60547,34470,39.3,1024.3,5865,38.4,2,2555.5,111
14-02,CORPUS CHRISTI,2025_10,1,0.3113,3,3,4,2,37.6,6.83,0.616,153541,20256,23.0,1014.8,11832,13.5,6,1618.7,15
14-02,CORPUS CHRISTI,2025_11,3,0.1656,3,4,5,2,33.6,4.28,0.155,169729,27045,71.2,1055.4,22241,37.6,1,2330.7,98
14-02,CORPUS CHRISTI,2025_12,1,0.6653,4,2,5,4,36.1,3.7,0.592,128196,55283,64.2,961.6,7114,33.3,0,1061.4,144
14-02,CORPUS CHRISTI,2026_01,3,0.6537,3,4,5,4,38.5,5.56,0.398,27161,25300,80.9,1035.6,5129,15.2,4,4758.1,25
14-02,CORPUS CHRISTI,2026_02,2,0.8932,2,2,5,1,40.1,6.11,0.663,50609,46180,22.7,1009.6,24047,11.8,4,1815.4,89
14-02,CORPUS CHRISTI,2026_03,3,0.3365,5,5,2,3,35.5,4.24,0.703,64661,11711,24.5,940.4,7660,21.9,1,159.4,42
14-03,VILLA CURUGUATY,2025_04,5,0.2281,4,2,3,3,40.2,0.07,0.74,153931,50347,33.0,952.0,16556,31.4,3,3278.1,25
14-03,VILLA CURUGUATY,2025_05,2,0.2256,3,1,5,4,30.4,4.32,0.694,84242,51085,27.1,1015.0,9816,25.5,0,3432.4,136
14-03,VILLA CURUGUATY,2025_06,5,0.2486,1,5,2,3,35.6,1.42,0.509,172673,38442,36.0,1051.9,21820,16.5,1,408.6,53
14-03,VILLA CURUGUATY,2025_07,2,0.114,5,3,4,1,29.4,1.26,0.386,235874,20455,46.2,941.7,6848,36.0,3,1571.8,14
14-03,VILLA CURUGUATY,2025_08,5,0.8016,3,4,3,5,29.1,0.72,0.634,64794,33808,75.4,1024.9,22326,9.4,0,324.1,178
14-03,VILLA CURUGUATY,2025_09,1,0.43,2,4,4,2,41.8,7.77,0.464,97114,42201,28.3,974.8,137,29.3,2,2279.5,220
14-03,VILLA CURUGUATY,2025_10,4,0.2294,5,3,1,1,36.9,4.09,0.466,22918,5269,34.9,1057.9,13634,37.9,5,3305.9,17
14-03,VILLA CURUGUATY,2025_11,2,0.8364,1,3,4,5,28.2,0.83,0.307,175047,44474,19.1,1039.5,20505,12.2,6,3600.9,212
14-03,VILLA CURUGUATY,2025_12,2,0.8663,3,1,1,4,33.4,3.93,0.477,85741,62187,77.1,966.5,4883,44.4,3,1758.7,47
14-03,VILLA CURUGUATY,2026_01,3,0.2299,2,5,5,2,32.9,5.94,0.658,5666,60913,8.6,948.1,551,35.5,6,874.3,134
14-03,VILLA CURUGUATY,2026_02,3,0.1204,2,1,3,1,39.8,3.47,0.207,143790,45040,22.1,966.7,6577,39.0,3,3824.5,67
14-03,VILLA CURUGUATY,2026_03,4,0.5887,3,3,3,1,30.4,7.35,0.67,184190,22236,27.2,1031.0,5875,14.3,6,3919.4,131
14-04,VILLA YGATIMÍ,2025_04,5,0.1614,2,1,5,5,40.0,5.44,0.233,223444,58235,77.1,1005.7,3988,46.9,1,2096.9,112
14-04,VILLA YGATIMÍ,2025_05,2,0.384,1,3,1,4,38.3,7.89,0.232,198564,8804,21.9,1012.1,7868,10.2,6,4821.8,194
14-04,VILLA YGATIMÍ,2025_06,2,0.4106,2,4,3,5,33.6,1.22,0.734,149103,30692,45.5,973.8,1599,38.3,5,4202.1,125
14-04,VILLA YGATIMÍ,2025_07,4,0.4016,2,5,5,5,31.7,6.74,0.487,95418,69253,3.6,967.0,911,28.9,5,1288.2,26
14-04,VILLA YGATIMÍ,2025_08,3,0.5731,2,2,5,1,35.2,6.5,0.35,17001,36201,82.6,1001.3,16289,34.4,2,2931.1,216
14-04,VILLA YGATIMÍ,2025_09,3,0.2002,2,2,4,4,30.4,0.47,0.181,68357,38371,24.1,1008.7,7635,30.7,5,377.2,33
